GeneID	TranscriptID	GeneDescription	GeneName
AFUN011593	AFUN011593-RA	cell cycle control protein 50A [Source:Projected from Anopheles gambiae (AGAP000704) VB Community Annotation]	
AFUN011595	AFUN011595-RA	unspecified product	
AFUN011596	AFUN011596-RA	Phosphorylase b kinase regulatory subunit [Source:UniProtKB/TrEMBL;Acc:A0A182RZ65]	
AFUN011597	AFUN011597-RA	unspecified product	
AFUN011598	AFUN011598-RA	unspecified product	
AFUN011601	AFUN011601-RA	unspecified product	
AFUN011604	AFUN011604-RA	unspecified product	
AFUN011609	AFUN011609-RA	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182RZ78]	
AFUN011611	AFUN011611-RA	Ubiquitin-fold modifier 1 [Source:UniProtKB/TrEMBL;Acc:A0A182RZ80]	
AFUN011612	AFUN011612-RA	cohesin loading complex subunit SCC4 homolog [Source:Projected from Anopheles gambiae (AGAP001363) VB Community Annotation]	
AFUN011613	AFUN011613-RA	polyadenylation factor subunit [Source:Projected from Anopheles gambiae (AGAP001362) VB Community Annotation]	
AFUN011614	AFUN011614-RA	RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182RZ83]	
AFUN011615	AFUN011615-RA	beta-catenin-like protein [Source:Projected from Anopheles gambiae (AGAP001357) VB Community Annotation]	
AFUN011616	AFUN011616-RA	acetylcholinesterase	Ace1
AFUN011616	AFUN011616-RB	acetylcholinesterase	Ace1
AFUN011619	AFUN011619-RA	translation initiation factor IF-2 [Source:Projected from Anopheles gambiae (AGAP001670) VB Community Annotation]	
AFUN011620	AFUN011620-RA	unspecified product	
AFUN011621	AFUN011621-RA	unspecified product	
AFUN011621	AFUN011621-RB	unspecified product	
AFUN011622	AFUN011622-RA	unspecified product	
AFUN011623	AFUN011623-RA	ciliary dynein heavy chain [Source:Projected from Anopheles gambiae (AGAP001660) VB Community Annotation]	
AFUN011624	AFUN011624-RA	DHC_N1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182RZ93]	
AFUN011625	AFUN011625-RA	unspecified product	
AFUN011627	AFUN011627-RA	hexamerin [Source:Projected from Anopheles gambiae (AGAP001657) VB Community Annotation]	
AFUN011628	AFUN011628-RA	ribosomal RNA-processing protein [Source:Projected from Anopheles gambiae (AGAP001656) VB Community Annotation]	
AFUN011629	AFUN011629-RA	unspecified product	
AFUN011630	AFUN011630-RA	Histone deacetylase complex subunit SAP30 homolog [Source:Projected from Anopheles gambiae (AGAP001654) UniProtKB/Swiss-Prot;Acc:Q7PXY4]	
AFUN011631	AFUN011631-RA	NADH dehydrogenase (ubiquinone) Fe-S protein [Source:Projected from Anopheles gambiae (AGAP001653) VB Community Annotation]	
AFUN011633	AFUN011633-RA	Gamma-glutamylcyclotransferase [Source:UniProtKB/TrEMBL;Acc:A0A182RZA2]	
AFUN011633	AFUN011633-RB	Gamma-glutamylcyclotransferase [Source:UniProtKB/TrEMBL;Acc:A0A182RZA2]	
AFUN011636	AFUN011636-RA	DDE Tnp4 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182RZA5]	
AFUN011637	AFUN011637-RA	unspecified product	
AFUN011638	AFUN011638-RA	unspecified product	
AFUN011640	AFUN011640-RA	unspecified product	
AFUN011641	AFUN011641-RA	Kazal-like domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182RZB0]	
AFUN011642	AFUN011642-RA	cyclin Y [Source:Projected from Anopheles gambiae (AGAP008969) VB Community Annotation]	
AFUN011645	AFUN011645-RA	protein cornichon homolog [Source:Projected from Anopheles gambiae (AGAP008974) VB Community Annotation]	
AFUN011646	AFUN011646-RA	KH domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182RZB5]	
AFUN011647	AFUN011647-RA	hyperpolarization activated cyclic nucleotide-gated potassium channel [Source:Projected from Anopheles gambiae (AGAP008976) VB Community Annotation]	
AFUN011648	AFUN011648-RA	G-protein-signaling modulator [Source:Projected from Anopheles gambiae (AGAP008977) VB Community Annotation]	
AFUN011651	AFUN011651-RA	unspecified product	
AFUN011656	AFUN011656-RA	huntingtin [Source:Projected from Anopheles gambiae (AGAP003681) VB Community Annotation]	
AFUN011657	AFUN011657-RA	unspecified product	
AFUN011660	AFUN011660-RA	Peptidase S1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182RZC9]	
AFUN011661	AFUN011661-RA	ionotropic receptor IR101 [Source:Projected from Anopheles gambiae (AGAP013425) VB Community Annotation]	
AFUN011662	AFUN011662-RA	glycerol-3-phosphate O-acyltransferase 1/2 [Source:Projected from Anopheles gambiae (AGAP003687) VB Community Annotation]	
AFUN011663	AFUN011663-RA	threonine aldolase [Source:Projected from Anopheles gambiae (AGAP003688) VB Community Annotation]	
AFUN011665	AFUN011665-RA	translation machinery-associated protein [Source:Projected from Anopheles gambiae (AGAP003543) VB Community Annotation]	
AFUN011667	AFUN011667-RA	unspecified product	
AFUN011672	AFUN011672-RA	MORN repeat-containing protein [Source:Projected from Anopheles gambiae (AGAP003547) VB Community Annotation]	
AFUN011676	AFUN011676-RA	DDRGK domain-containing protein [Source:Projected from Anopheles gambiae (AGAP013398) VB Community Annotation]	
AFUN011677	AFUN011677-RA	multiple inositol-polyphosphate phosphatase [Source:Projected from Anopheles gambiae (AGAP003555) VB Community Annotation]	
AFUN011678	AFUN011678-RA	60S ribosomal protein L3 [Source:UniProtKB/TrEMBL;Acc:A0A182RZE7]	RpL3
AFUN011679	AFUN011679-RA	unspecified product	
AFUN011680	AFUN011680-RA	unspecified product	
AFUN011681	AFUN011681-RA	unspecified product	
AFUN011682	AFUN011682-RA	UDP-glucose:glycoprotein glucosyltransferase [Source:Projected from Anopheles gambiae (AGAP003560) VB Community Annotation]	
AFUN011684	AFUN011684-RA	hepatitis B virus X-interacting protein [Source:Projected from Anopheles gambiae (AGAP003567) VB Community Annotation]	
AFUN011693	AFUN011693-RA	unspecified product	
AFUN011703	AFUN011703-RA	unspecified product	
AFUN011705	AFUN011705-RA	L-iditol 2-dehydrogenase [Source:Projected from Anopheles gambiae (AGAP003584) VB Community Annotation]	
AFUN011706	AFUN011706-RA	DUF4806 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182RZH5]	
AFUN011708	AFUN011708-RA	sodium-independent sulfate anion transporter [Source:Projected from Anopheles gambiae (AGAP003587) VB Community Annotation]	
AFUN011710	AFUN011710-RA	unspecified product	
AFUN011711	AFUN011711-RA	LRR-repeat protein [Source:Projected from Anopheles gambiae (AGAP003591) VB Community Annotation]	
AFUN011712	AFUN011712-RA	60S ribosomal protein LP0	RpLP0
AFUN011713	AFUN011713-RA	unspecified product	
AFUN011714	AFUN011714-RA	unspecified product	
AFUN011715	AFUN011715-RA	Calreticulin [Source:UniProtKB/TrEMBL;Acc:A0A182RZI4]	Crc
AFUN011717	AFUN011717-RA	unspecified product	
AFUN011720	AFUN011720-RA	exocyst complex component [Source:Projected from Anopheles gambiae (AGAP004207) VB Community Annotation]	
AFUN011721	AFUN011721-RA	unspecified product	
AFUN011722	AFUN011722-RA	N-sulfoglucosamine sulfohydrolase [Source:Projected from Anopheles gambiae (AGAP004205) VB Community Annotation]	
AFUN011723	AFUN011723-RA	Ras-related protein Rab-4B [Source:Projected from Anopheles gambiae (AGAP004204) VB Community Annotation]	
AFUN011724	AFUN011724-RA	unspecified product	
AFUN011726	AFUN011726-RA	unspecified product	
AFUN011728	AFUN011728-RA	unspecified product	
AFUN011730	AFUN011730-RA	unspecified product	
AFUN011731	AFUN011731-RA	unspecified product	
AFUN011732	AFUN011732-RA	Sphingosine-1-phosphate lyase [Source:UniProtKB/TrEMBL;Acc:A0A182RZK1]	Sply
AFUN011734	AFUN011734-RA	upstream activation factor subunit UAF30 [Source:Projected from Anopheles gambiae (AGAP004492) VB Community Annotation]	
AFUN011735	AFUN011735-RA	exonuclease [Source:Projected from Anopheles gambiae (AGAP004491) VB Community Annotation]	
AFUN011737	AFUN011737-RA	Sorting nexin [Source:UniProtKB/TrEMBL;Acc:A0A182RZK6]	
AFUN011738	AFUN011738-RA	adiponectin receptor [Source:Projected from Anopheles gambiae (AGAP004486) VB Community Annotation]	
AFUN011739	AFUN011739-RA	unspecified product	
AFUN011740	AFUN011740-RA	CDGSH iron sulfur domain-containing protein 2 homolog [Source:Projected from Anopheles gambiae (AGAP004484) VB Community Annotation]	
AFUN011743	AFUN011743-RA	28S ribosomal protein S26, mitochondrial	mRpS26
AFUN011744	AFUN011744-RA	DNA-directed RNA polymerase III subunit RPC4 [Source:Projected from Anopheles gambiae (AGAP004480) VB Community Annotation]	
AFUN011750	AFUN011750-RA	GD_N domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182RZL9]	
AFUN011751	AFUN011751-RA	unspecified product	
AFUN011752	AFUN011752-RA	NADH dehydrogenase (ubiquinone) Fe-S protein [Source:Projected from Anopheles gambiae (AGAP001711) VB Community Annotation]	
AFUN011753	AFUN011753-RA	Actin-related protein 2/3 complex subunit 3 [Source:UniProtKB/TrEMBL;Acc:A0A182RZM2]	
AFUN011754	AFUN011754-RA	stearoyl-CoA desaturase (delta-9 desaturase) [Source:Projected from Anopheles gambiae (AGAP001713) VB Community Annotation]	
AFUN011754	AFUN011754-RB	stearoyl-CoA desaturase (delta-9 desaturase) [Source:Projected from Anopheles gambiae (AGAP001713) VB Community Annotation]	
AFUN011754	AFUN011754-RC	stearoyl-CoA desaturase (delta-9 desaturase) [Source:Projected from Anopheles gambiae (AGAP001713) VB Community Annotation]	
AFUN011754	AFUN011754-RD	stearoyl-CoA desaturase (delta-9 desaturase) [Source:Projected from Anopheles gambiae (AGAP001713) VB Community Annotation]	
AFUN011755	AFUN011755-RA	enoyl-CoA hydratase echA5 [Source:Projected from Anopheles gambiae (AGAP001715) VB Community Annotation]	
AFUN011756	AFUN011756-RA	tubby [Source:Projected from Anopheles gambiae (AGAP001716) VB Community Annotation]	
AFUN011757	AFUN011757-RA	unspecified product	
AFUN011758	AFUN011758-RA	unspecified product	
AFUN011760	AFUN011760-RA	DUF4789 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182RZM9]	
AFUN011761	AFUN011761-RA	translocon-associated protein subunit alpha [Source:Projected from Anopheles gambiae (AGAP001721) VB Community Annotation]	
AFUN011762	AFUN011762-RA	unspecified product	
AFUN011763	AFUN011763-RA	unspecified product	
AFUN011764	AFUN011764-RA	Myb_DNA-bind_5 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182RZN3]	
AFUN011765	AFUN011765-RA	unspecified product	
AFUN011768	AFUN011768-RA	60S ribosomal protein L7a [Source:Projected from Anopheles gambiae (AGAP005960) UniProtKB/Swiss-Prot;Acc:O76732]	
AFUN011769	AFUN011769-RA	Yellow-g2 [Source:Projected from Anopheles gambiae (AGAP005959) VB Community Annotation]	
AFUN011770	AFUN011770-RA	Yellow-g [Source:Projected from Anopheles gambiae (AGAP005958) VB Community Annotation]	
AFUN011771	AFUN011771-RA	Ribonuclease P/MRP protein subunit POP5 [Source:UniProtKB/TrEMBL;Acc:A0A182RZP0]	
AFUN011773	AFUN011773-RA	E3 ubiquitin-protein ligase MUL1 [Source:Projected from Anopheles gambiae (AGAP005955) VB Community Annotation]	
AFUN011774	AFUN011774-RA	calcium homeostasis endoplasmic reticulum protein [Source:Projected from Anopheles gambiae (AGAP005953) VB Community Annotation]	
AFUN011775	AFUN011775-RA	unspecified product	
AFUN011777	AFUN011777-RA	unspecified product	
AFUN011779	AFUN011779-RA	2-acylglycerol O-acyltransferase [Source:Projected from Anopheles gambiae (AGAP005949) VB Community Annotation]	
AFUN011779	AFUN011779-RB	2-acylglycerol O-acyltransferase [Source:Projected from Anopheles gambiae (AGAP005949) VB Community Annotation]	
AFUN011779	AFUN011779-RC	2-acylglycerol O-acyltransferase [Source:Projected from Anopheles gambiae (AGAP005949) VB Community Annotation]	
AFUN011780	AFUN011780-RA	Kynurenine 3-monooxygenase [Source:UniProtKB/TrEMBL;Acc:A0A182RZP9]	
AFUN011781	AFUN011781-RA	40S ribosomal protein S13 [Source:UniProtKB/TrEMBL;Acc:A0A182RZQ0]	RpS13
AFUN011782	AFUN011782-RA	unspecified product	
AFUN011787	AFUN011787-RA	YTH domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182RZQ6]	
AFUN011788	AFUN011788-RA	DNA repair protein REV1 [Source:Projected from Anopheles gambiae (AGAP005939) VB Community Annotation]	
AFUN011789	AFUN011789-RA	unspecified product	
AFUN011790	AFUN011790-RA	translation initiation factor eIF-2B subunit delta [Source:Projected from Anopheles gambiae (AGAP005937) VB Community Annotation]	
AFUN011791	AFUN011791-RA	partner of Y14 and mago [Source:Projected from Anopheles gambiae (AGAP005936) VB Community Annotation]	
AFUN011793	AFUN011793-RA	unspecified product	
AFUN011794	AFUN011794-RA	THAP-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182RZR3]	
AFUN011795	AFUN011795-RA	unspecified product	
AFUN011796	AFUN011796-RA	ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182RZR5]	
AFUN011813	AFUN011813-RA	serine/threonine-protein kinase PRP4 [Source:Projected from Anopheles gambiae (AGAP004833) VB Community Annotation]	
AFUN011815	AFUN011815-RA	Sphingomyelin phosphodiesterase [Source:Projected from Anopheles gambiae (AGAP008096) UniProtKB/TrEMBL;Acc:A0A1S4GXA1]	
AFUN011816	AFUN011816-RA	glucose-fructose oxidoreductase domain-containing protein 2 precursor [Source:Projected from Anopheles gambiae (AGAP008097) VB Community Annotation]	
AFUN011817	AFUN011817-RA	unspecified product	
AFUN011818	AFUN011818-RA	Ubiquitin-fold modifier-conjugating enzyme 1 [Source:UniProtKB/TrEMBL;Acc:A0A182RZT6]	
AFUN011823	AFUN011823-RA	Etoposide-induced 2.4 mRNA [Source:Projected from Anopheles gambiae (AGAP008107) UniProtKB/TrEMBL;Acc:A0A1S4GXZ8]	
AFUN011824	AFUN011824-RA	Uncharacterized protein [Source:Projected from Anopheles gambiae (AGAP008108) VB Community Annotation]	
AFUN011825	AFUN011825-RA	venom allergen [Source:Projected from Anopheles gambiae (AGAP008109) VB Community Annotation]	
AFUN011826	AFUN011826-RA	DUF2052 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182RZU4]	
AFUN011827	AFUN011827-RA	methyltransferase-like protein [Source:Projected from Anopheles gambiae (AGAP008111) VB Community Annotation]	
AFUN011829	AFUN011829-RA	unspecified product	
AFUN011830	AFUN011830-RA	odorant receptor	Or22
AFUN011831	AFUN011831-RA	unspecified product	
AFUN011832	AFUN011832-RA	unspecified product	
AFUN011835	AFUN011835-RA	unspecified product	
AFUN011835	AFUN011835-RB	unspecified product	
AFUN011835	AFUN011835-RC	unspecified product	
AFUN011840	AFUN011840-RA	unspecified product	
AFUN011841	AFUN011841-RA	unspecified product	
AFUN011843	AFUN011843-RA	unspecified product	
AFUN011852	AFUN011852-RA	unspecified product	
AFUN011853	AFUN011853-RA	unspecified product	
AFUN011857	AFUN011857-RA	stress-induced-phosphoprotein [Source:Projected from Anopheles gambiae (AGAP010188) VB Community Annotation]	
AFUN011860	AFUN011860-RA	unspecified product	
AFUN011864	AFUN011864-RA	DUF5641 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182RZY2]	
AFUN011865	AFUN011865-RA	PHD-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182RZY3]	
AFUN011866	AFUN011866-RA	unspecified product	
AFUN011868	AFUN011868-RA	unspecified product	
AFUN011869	AFUN011869-RA	unspecified product	
AFUN011870	AFUN011870-RA	unspecified product	
AFUN011871	AFUN011871-RA	unspecified product	
AFUN011872	AFUN011872-RA	unspecified product	
AFUN011873	AFUN011873-RA	unspecified product	
AFUN011874	AFUN011874-RA	unspecified product	
AFUN011877	AFUN011877-RA	unspecified product	
AFUN011881	AFUN011881-RA	unspecified product	
AFUN011884	AFUN011884-RA	unspecified product	
AFUN011885	AFUN011885-RA	unspecified product	
AFUN011886	AFUN011886-RA	unspecified product	
AFUN011887	AFUN011887-RA	unspecified product	
AFUN011890	AFUN011890-RA	unspecified product	
AFUN011891	AFUN011891-RA	unspecified product	
AFUN011892	AFUN011892-RA	zf-RVT domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182S009]	
AFUN011893	AFUN011893-RA	FZ domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182S010]	
AFUN011898	AFUN011898-RA	Reverse transcriptase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182S015]	
AFUN011899	AFUN011899-RA	unspecified product	
AFUN011902	AFUN011902-RA	DNA-repair protein XRCC2 [Source:Projected from Anopheles gambiae (AGAP006734) VB Community Annotation]	
AFUN011903	AFUN011903-RA	THO complex subunit 4	Thoc4
AFUN011905	AFUN011905-RA	HTH_Tnp_Tc3_2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182S022]	
AFUN011907	AFUN011907-RA	DDE Tnp4 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182S024]	
AFUN011908	AFUN011908-RA	DDE Tnp4 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182S025]	
AFUN011911	AFUN011911-RA	unspecified product	
AFUN011912	AFUN011912-RA	unspecified product	
AFUN011913	AFUN011913-RA	unspecified product	
AFUN011914	AFUN011914-RA	DUF4371 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182S031]	
AFUN011915	AFUN011915-RA	unspecified product	
AFUN011917	AFUN011917-RA	unspecified product	
AFUN011918	AFUN011918-RA	unspecified product	
AFUN011921	AFUN011921-RA	unspecified product	
AFUN011922	AFUN011922-RA	LisH domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182S039]	
AFUN011923	AFUN011923-RA	poly(ADP-ribose) glycohydrolase [Source:Projected from Anopheles gambiae (AGAP000589) VB Community Annotation]	
AFUN011924	AFUN011924-RA	unspecified product	
AFUN011925	AFUN011925-RA	DDE Tnp4 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182S042]	
AFUN011926	AFUN011926-RA	dynactin [Source:Projected from Anopheles gambiae (AGAP004194) VB Community Annotation]	
AFUN011926	AFUN011926-RB	dynactin [Source:Projected from Anopheles gambiae (AGAP004194) VB Community Annotation]	
AFUN011927	AFUN011927-RA	heat shock 70kDa protein [Source:Projected from Anopheles gambiae (AGAP004192) VB Community Annotation]	
AFUN011927	AFUN011927-RB	heat shock 70kDa protein [Source:Projected from Anopheles gambiae (AGAP004192) VB Community Annotation]	
AFUN011928	AFUN011928-RA	Mediator of RNA polymerase II transcription subunit 22 [Source:UniProtKB/TrEMBL;Acc:A0A182S045]	Med22
AFUN011929	AFUN011929-RA	U3 small nucleolar RNA-associated protein [Source:Projected from Anopheles gambiae (AGAP004190) VB Community Annotation]	
AFUN011930	AFUN011930-RA	unspecified product	
AFUN011931	AFUN011931-RA	pickel [Source:Projected from Anopheles gambiae (AGAP003808) VB Community Annotation]	
AFUN011933	AFUN011933-RA	unspecified product	
AFUN011934	AFUN011934-RA	unspecified product	
AFUN011935	AFUN011935-RA	unspecified product	
AFUN011940	AFUN011940-RA	unspecified product	
AFUN011945	AFUN011945-RA	unspecified product	
AFUN011946	AFUN011946-RA	DUF4218 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182S063]	
AFUN011947	AFUN011947-RA	unspecified product	
AFUN011951	AFUN011951-RA	unspecified product	
AFUN011952	AFUN011952-RA	SUMO-conjugating enzyme UBC9 [Source:Projected from Anopheles gambiae (AGAP000495) VB Community Annotation]	
AFUN011954	AFUN011954-RA	PHD domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182S071]	
AFUN011955	AFUN011955-RA	unspecified product	
AFUN011957	AFUN011957-RA	unspecified product	
AFUN011959	AFUN011959-RA	unspecified product	
AFUN011960	AFUN011960-RA	DDE Tnp4 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182S077]	
AFUN011963	AFUN011963-RA	unspecified product	
AFUN011964	AFUN011964-RA	unspecified product	
AFUN011965	AFUN011965-RA	unspecified product	
AFUN011967	AFUN011967-RA	unspecified product	
AFUN011968	AFUN011968-RA	ATPase_AAA_core domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182S085]	
AFUN011970	AFUN011970-RA	Myb_DNA-bind_5 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182S087]	
AFUN011971	AFUN011971-RA	unspecified product	
AFUN011972	AFUN011972-RA	phosphomannomutase [Source:Projected from Anopheles gambiae (AGAP011353) VB Community Annotation]	
AFUN011974	AFUN011974-RA	unspecified product	
