Gene_stable_ID	Gene_name	Gene_description
AGAP003770-RA	mRpL51	39S ribosomal protein L51, mitochondrial [Source:VB Community Annotation]
AGAP003771-RA	""	""
AGAP003772-RA	""	NADPH oxidase 4 [Source:VB Community Annotation]
AGAP003773-RA	""	""
AGAP003773-RB	""	""
AGAP003774-RA	""	""
AGAP003775-RA	""	""
AGAP003776-RA	""	""
AGAP003777-RA	""	""
AGAP003777-RB	""	""
AGAP003778-RA	""	""
AGAP003779-RA	""	serine/threonine-protein phosphatase 4 catalytic subunit [Source:VB Community Annotation]
AGAP003780-RA	""	glucose dehydrogenase (acceptor) [Source:VB Community Annotation]
AGAP003781-RA	""	glucose dehydrogenase (acceptor) [Source:VB Community Annotation]
AGAP003782-RA	""	glucose dehydrogenase (acceptor) [Source:VB Community Annotation]
AGAP003782-RB	""	glucose dehydrogenase (acceptor) [Source:VB Community Annotation]
AGAP003783-RA	""	glucose dehydrogenase (acceptor) [Source:VB Community Annotation]
AGAP003783-RB	""	glucose dehydrogenase (acceptor) [Source:VB Community Annotation]
AGAP003784-RA	""	glucose dehydrogenase (acceptor) [Source:VB Community Annotation]
AGAP003785-RA	""	glucose dehydrogenase (acceptor) [Source:VB Community Annotation]
AGAP003785-RB	""	glucose dehydrogenase (acceptor) [Source:VB Community Annotation]
AGAP003785-RC	""	glucose dehydrogenase (acceptor) [Source:VB Community Annotation]
AGAP003785-RD	""	glucose dehydrogenase (acceptor) [Source:VB Community Annotation]
AGAP003785-RE	""	glucose dehydrogenase (acceptor) [Source:VB Community Annotation]
AGAP003786-RA	""	glucose dehydrogenase (acceptor) [Source:VB Community Annotation]
AGAP003787-RA	""	glucose dehydrogenase (acceptor) [Source:VB Community Annotation]
AGAP003788-RA	""	glucose dehydrogenase (acceptor) [Source:VB Community Annotation]
AGAP003789-RA	""	flotillin [Source:VB Community Annotation]
AGAP003789-RB	""	flotillin [Source:VB Community Annotation]
AGAP003789-RC	""	flotillin [Source:VB Community Annotation]
AGAP003790-RA	ANXB9	annexin B9 [Source:VB Community Annotation]
AGAP003790-RB	ANXB9	annexin B9 [Source:VB Community Annotation]
AGAP003790-RC	ANXB9	annexin B9 [Source:VB Community Annotation]
AGAP003790-RD	ANXB9	annexin B9 [Source:VB Community Annotation]
AGAP003791-RA	""	RAD51-like protein 2 [Source:VB Community Annotation]
AGAP003792-RA	""	phosphatidylinositol glycan, class B [Source:VB Community Annotation]
AGAP003793-RA	""	""
AGAP003794-RA	""	splicing factor, proline- and glutamine-rich [Source:VB Community Annotation]
AGAP003794-RB	""	splicing factor, proline- and glutamine-rich [Source:VB Community Annotation]
AGAP003795-RA	""	""
AGAP003796-RA	""	cyclin-dependent kinases regulatory subunit 1 [Source:VB Community Annotation]
AGAP003797-RA	""	protein tipE [Source:VB Community Annotation]
AGAP003798-RA	""	growth hormone regulated TBC protein 1b [Source:VB Community Annotation]
AGAP003800-RA	""	golgi SNAP receptor complex member 2 [Source:VB Community Annotation]
AGAP003801-RA	""	""
AGAP003802-RA	""	""
AGAP003803-RA	""	anastral spindle 1 [Source:VB Community Annotation]
AGAP003804-RA	""	""
AGAP003805-RA	""	EF-hand domain (C-terminal) containing 1 [Source:VB Community Annotation]
AGAP003805-RB	""	EF-hand domain (C-terminal) containing 1 [Source:VB Community Annotation]
AGAP003806-RA	""	pseudouridine-5'-phosphate glycosidase [Source:VB Community Annotation]
AGAP003807-RA	""	serine-type enodpeptidase [Source:VB Community Annotation]
AGAP003808-RA	""	pickel [Source:VB Community Annotation]
AGAP003809-RA	""	sinuous [Source:VB Community Annotation]
AGAP003809-RB	""	sinuous [Source:VB Community Annotation]
AGAP003809-RC	""	sinuous [Source:VB Community Annotation]
AGAP003810-RA	""	""
AGAP003811-RA	""	""
AGAP003812-RA	""	""
AGAP003813-RA	""	""
AGAP003814-RA	""	very-long-chain (3R)-3-hydroxyacyl-(acyl-carrier protein) dehydratase [Source:VB Community Annotation]
AGAP003815-RA	""	very-long-chain (3R)-3-hydroxyacyl-(acyl-carrier protein) dehydratase [Source:VB Community Annotation]
AGAP003816-RA	RpL30	60S ribosomal protein L30 [Source:VB Community Annotation]
AGAP003817-RA	""	""
AGAP003818-RA	""	DRN-tre [Source:VB Community Annotation]
AGAP003818-RB	""	DRN-tre [Source:VB Community Annotation]
AGAP003819-RA	""	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex assembly factor 3 [Source:VB Community Annotation]
AGAP003820-RA	""	Lin-10 homolog [Source:VB Community Annotation]
AGAP003821-RA	""	ubiquitin carboxyl-terminal hydrolase 20/33 [Source:VB Community Annotation]
AGAP003823-RA	""	influenza virus NS1A-binding protein [Source:VB Community Annotation]
AGAP003823-RB	""	influenza virus NS1A-binding protein [Source:VB Community Annotation]
AGAP003824-RA	""	conserved oligomeric Golgi complex subunit 2 [Source:VB Community Annotation]
AGAP003825-RA	""	DnaJ homolog subfamily C member 17 [Source:VB Community Annotation]
AGAP003826-RA	""	proteasome assembly chaperone 2 [Source:VB Community Annotation]
AGAP003827-RA	""	""
AGAP003827-RB	""	""
AGAP003831-RA	""	""
AGAP003832-RA	""	""
AGAP003833-RA	""	asparagine synthase (glutamine-hydrolysing) [Source:VB Community Annotation]
AGAP003834-RA	""	""
AGAP003836-RA	""	""
AGAP003837-RA	""	""
AGAP003838-RA	""	""
AGAP003839-RA	""	Fem-1 homolog c [Source:VB Community Annotation]
AGAP003841-RA	SG10	salivary gland protein 10 [Source:VB Community Annotation]
AGAP003842-RA	""	proline-, glutamic acid- and leucine-rich protein 1 [Source:VB Community Annotation]
AGAP003843-RA	""	cytochrome c heme-lyase [Source:VB Community Annotation]
AGAP003844-RA	""	Class b basic helix-loop-helix protein [Source:VB Community Annotation]
AGAP003845-RA	""	bromodomain-containing protein 8 [Source:VB Community Annotation]
AGAP003846-RA	""	secretory phospholipase A2 [Source:VB Community Annotation]
AGAP003847-RA	""	RNA exonuclease 1 [Source:VB Community Annotation]
AGAP003848-RA	""	acyl-CoA thioesterase 9.1 [Source:VB Community Annotation]
AGAP003849-RA	""	""
AGAP003849-RB	""	""
AGAP003849-RC	""	""
AGAP003851-RA	""	26 proteasome complex subunit DSS1 [Source:VB Community Annotation]
AGAP003852-RA	""	snRNA-activating protein complex subunit 3 [Source:VB Community Annotation]
AGAP003853-RA	""	ubiquitin thioesterase ZRANB1 [Source:VB Community Annotation]
AGAP003854-RA	""	""
AGAP003855-RA	""	""
AGAP003856-RA	""	""
AGAP003857-RA	""	ubiquitin-conjugating enzyme E2 A [Source:VB Community Annotation]
AGAP003858-RA	APG6	autophagy related gene [Source:VB Community Annotation]
AGAP003860-RA	""	proline dehydrogenase [Source:VB Community Annotation]
AGAP003860-RB	""	proline dehydrogenase [Source:VB Community Annotation]
AGAP003860-RC	""	proline dehydrogenase [Source:VB Community Annotation]
AGAP003861-RA	""	Peptide deformylase [Source:UniProtKB/TrEMBL;Acc:Q7QFS8]
AGAP003863-RA	""	""
AGAP003864-RA	""	""
AGAP003865-RA	""	gamma-tubulin complex component 3 [Source:VB Community Annotation]
AGAP003866-RA	""	alkylated DNA repair protein alkB homolog 6 [Source:VB Community Annotation]
AGAP003867-RA	Med28	mediator of RNA polymerase II transcription subunit 28 [Source:VB Community Annotation]
AGAP003868-RA	""	centrosomal protein CEP110 [Source:VB Community Annotation]
AGAP003869-RA	""	cytosol aminopeptidase [Source:VB Community Annotation]
AGAP003870-RA	Thoc7	THO complex subunit 7 [Source:VB Community Annotation]
AGAP003871-RA	""	""
AGAP003871-RB	""	""
AGAP003872-RA	""	""
AGAP003873-RA	""	protein crumbs [Source:VB Community Annotation]
AGAP003874-RA	""	uridine kinase [Source:VB Community Annotation]
AGAP003874-RB	""	uridine kinase [Source:VB Community Annotation]
AGAP003874-RC	""	uridine kinase [Source:VB Community Annotation]
AGAP003875-RA	""	""
AGAP003876-RA	""	bHLH factor, other [Source:VB Community Annotation]
AGAP003877-RA	""	""
AGAP003878-RA	""	""
AGAP003879-RA	VhaAC45	vacuolar H+ ATPase AC45 accessory subunit [Source:VB Community Annotation]
AGAP003880-RA	""	""
AGAP003881-RA	""	""
AGAP003882-RA	""	transcription initiation factor TFIID subunit 1 [Source:VB Community Annotation]
AGAP003882-RB	""	transcription initiation factor TFIID subunit 1 [Source:VB Community Annotation]
AGAP003883-RA	""	peptidyl-tRNA hydrolase, PTH2 family [Source:VB Community Annotation]
AGAP003884-RA	""	mannosyl-oligosaccharide alpha-1,2-mannosidase [Source:VB Community Annotation]
AGAP003884-RB	""	mannosyl-oligosaccharide alpha-1,2-mannosidase [Source:VB Community Annotation]
AGAP003885-RA	""	zinc finger protein GLIS1/3 [Source:VB Community Annotation]
AGAP003886-RA	""	""
AGAP003886-RB	""	""
AGAP003887-RA	""	Knickkopf [Source:VB Community Annotation]
AGAP003887-RB	""	Knickkopf [Source:VB Community Annotation]
AGAP003889-RA	""	NADPH-dependent diflavin oxidoreductase 1 [Source:UniProtKB/TrEMBL;Acc:Q7QK01]
AGAP003889-RB	""	NADPH-dependent diflavin oxidoreductase 1 [Source:UniProtKB/TrEMBL;Acc:Q7QK01]
AGAP003890-RA	""	U3 small nucleolar ribonucleoprotein protein IMP4 [Source:VB Community Annotation]
AGAP003891-RA	Thoc3	THO complex subunit 3 [Source:VB Community Annotation]
AGAP003892-RA	""	solute carrier family 29 (equilibrative nucleoside transporter), member 1/2/3 [Source:VB Community Annotation]
AGAP003893-RA	""	C-terminal-binding protein [Source:VB Community Annotation]
AGAP003893-RB	""	C-terminal-binding protein [Source:VB Community Annotation]
AGAP003893-RC	""	C-terminal-binding protein [Source:VB Community Annotation]
AGAP003893-RD	""	C-terminal-binding protein [Source:VB Community Annotation]
AGAP003893-RE	""	C-terminal-binding protein [Source:VB Community Annotation]
AGAP003894-RA	""	Tigger transposable element-derived protein 2 [Source:VB Community Annotation]
AGAP003895-RA	""	kelch-like protein 10 [Source:VB Community Annotation]
AGAP003896-RA	""	""
AGAP003897-RA	""	""
AGAP003898-RA	""	""
AGAP003899-RA	Sxl	sex-lethal [Source:VB Community Annotation]
AGAP003899-RB	Sxl	sex-lethal [Source:VB Community Annotation]
AGAP003900-RA	""	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 7 [Source:VB Community Annotation]
AGAP003901-RA	""	""
AGAP003902-RA	""	anaphase-promoting complex subunit 7 [Source:VB Community Annotation]
AGAP003903-RA	""	Required for meiotic nuclear division 1 homolog (S. cerevisiae) [Source:VB Community Annotation]
AGAP003904-RA	""	AIF-like mitochondrial oxidoreductase (Nfrl) [Source:VB Community Annotation]
AGAP003904-RB	""	AIF-like mitochondrial oxidoreductase (Nfrl) [Source:VB Community Annotation]
AGAP003905-RA	""	ADP-ribosylation factor-like protein 13B [Source:VB Community Annotation]
AGAP003906-RA	""	""
AGAP003907-RA	""	""
AGAP003909-RA	""	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q7PCX0]
AGAP003910-RA	""	Histone H3 [Source:UniProtKB/TrEMBL;Acc:Q7PD39]
AGAP003911-RA	""	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q7Q2C6]
AGAP003912-RA	""	Histone H2B (Fragment) [Source:UniProtKB/TrEMBL;Acc:Q7Q2C5]
AGAP003913-RA	""	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q7Q2C4]
AGAP003914-RA	""	""
AGAP003914-RB	""	""
AGAP003914-RC	""	""
AGAP003917-RA	""	peptide alpha-N-acetyltransferase [Source:VB Community Annotation]
AGAP003918-RA	""	""
AGAP003919-RA	""	""
AGAP003920-RA	""	""
AGAP003921-RA	""	voltage-gated ion channel [Source:VB Community Annotation]
AGAP003922-RA	""	""
AGAP003923-RA	Carm1	Histone-arginine methyltransferase CARMER [Source:UniProtKB/Swiss-Prot;Acc:Q7Q2B7]
AGAP003924-RA	""	""
AGAP003925-RA	""	kinesin family member 1/13/14 [Source:VB Community Annotation]
AGAP003926-RA	""	Aminopeptidase [Source:UniProtKB/TrEMBL;Acc:Q7Q2B5]
AGAP003927-RA	""	Insulin-like peptide 5 [Source:VB Community Annotation]
AGAP003928-RA	""	Alpha-1,3-glucosyltransferase [Source:UniProtKB/TrEMBL;Acc:Q7Q2B4]
AGAP003929-RA	MMP3	matrix metalloprotease 3 [Source:VB Community Annotation]
AGAP003930-RA	""	""
AGAP003931-RA	""	""
AGAP003933-RA	""	""
AGAP003934-RA	""	Battenin [Source:UniProtKB/TrEMBL;Acc:Q7Q2B1]
AGAP003935-RA	Prosalpha1	26S proteasome alpha 1 subunit [Source:VB Community Annotation]
AGAP003936-RA	""	small nuclear ribonucleoprotein D2 [Source:VB Community Annotation]
AGAP003937-RA	""	""
AGAP003937-RB	""	""
AGAP003937-RC	""	""
AGAP003937-RD	""	""
AGAP003938-RA	""	""
AGAP003938-RB	""	""
AGAP003939-RA	""	""
AGAP003939-RB	""	""
AGAP003939-RC	""	""
AGAP003939-RD	""	""
AGAP003940-RA	""	""
AGAP003941-RA	""	LYR motif-containing protein 5 [Source:VB Community Annotation]
AGAP003942-RA	""	""
AGAP003943-RA	""	regulatory factor X 1/2/3 [Source:VB Community Annotation]
AGAP003944-RA	""	""
AGAP003945-RA	""	olypyrimidine tract-binding protein 2 [Source:VB Community Annotation]
AGAP003960-RA	""	""
AGAP003961-RA	""	""
AGAP003962-RA	""	WSCD family member AGAP003962 [Source:VB Community Annotation]
AGAP003962-RB	""	WSCD family member AGAP003962 [Source:VB Community Annotation]
AGAP003962-RC	""	WSCD family member AGAP003962 [Source:VB Community Annotation]
AGAP003963-RA	""	""
AGAP003965-RA	""	""
AGAP003966-RA	""	tRNA (adenine57-N1/adenine58-N1)-methyltransferase [Source:VB Community Annotation]
AGAP003966-RB	""	tRNA (adenine57-N1/adenine58-N1)-methyltransferase [Source:VB Community Annotation]
AGAP003967-RA	""	DNA-dependent protein kinase catalytic subunit [Source:VB Community Annotation]
AGAP003968-RA	""	UMP-CMP kinase [Source:UniProtKB/TrEMBL;Acc:Q7Q292]
AGAP003969-RA	""	GTP-binding protein 6 [Source:VB Community Annotation]
AGAP003970-RA	""	Component of oligomeric golgi complex 3 [Source:VB Community Annotation]
AGAP003971-RA	""	serine-type enodpeptidase [Source:VB Community Annotation]
AGAP003972-RA	GPRCIR	putative cirl/latrotoxin receptor [Source:VB Community Annotation]
AGAP003974-RA	""	tRNA (cytidine32/guanosine34-2'-O)-methyltransferase [Source:VB Community Annotation]
AGAP003975-RA	""	heme oxygenase [Source:VB Community Annotation]
AGAP003976-RA	""	""
AGAP003977-RA	""	""
AGAP003979-RA	""	Elongator complex protein 1 [Source:UniProtKB/TrEMBL;Acc:Q7PMK6]
AGAP003980-RA	""	vacuolar protein sorting-associated protein 45 [Source:VB Community Annotation]
AGAP003981-RA	""	""
AGAP003982-RA	""	methyl-CpG-binding domain protein 2 [Source:VB Community Annotation]
AGAP003982-RB	""	methyl-CpG-binding domain protein 2 [Source:VB Community Annotation]
AGAP003983-RA	""	nuclear pore complex protein Nup121 [Source:VB Community Annotation]
AGAP003984-RA	""	3-dehydrosphinganine reductase [Source:VB Community Annotation]
AGAP003986-RA	""	c-src tyrosine kinase [Source:VB Community Annotation]
AGAP003986-RB	""	c-src tyrosine kinase [Source:VB Community Annotation]
AGAP003987-RA	""	complement component 1 Q subcomponent-binding protein, mitochondrial [Source:VB Community Annotation]
AGAP003988-RA	""	TP53-regulated inhibitor of apoptosis [Source:VB Community Annotation]
AGAP003989-RA	""	Ammonium transporter [Source:UniProtKB/TrEMBL;Acc:Q7Z1M1]
AGAP003990-RA	""	""
AGAP003991-RA	""	""
AGAP003992-RA	""	U3 small nucleolar RNA-associated protein 22 [Source:VB Community Annotation]
AGAP003993-RA	""	""
AGAP003994-RA	""	""
AGAP003995-RA	""	""
AGAP003997-RA	""	casein kinase 1, gamma [Source:VB Community Annotation]
AGAP003997-RB	""	casein kinase 1, gamma [Source:VB Community Annotation]
AGAP003997-RC	""	casein kinase 1, gamma [Source:VB Community Annotation]
AGAP003997-RD	""	casein kinase 1, gamma [Source:VB Community Annotation]
AGAP003999-RA	""	""
AGAP004000-RA	""	myosin IX [Source:VB Community Annotation]
AGAP004002-RA	""	60 kDa heat shock protein, mitochondrial precursor [Source:VB Community Annotation]
AGAP004003-RA	""	""
AGAP004004-RA	""	""
AGAP004005-RA	""	""
AGAP004006-RA	""	""
AGAP004007-RA	""	""
AGAP004008-RA	""	""
AGAP004011-RA	""	survival motor neuron protein [Source:VB Community Annotation]
AGAP004012-RA	""	katanin p60 ATPase-containing subunit [Source:VB Community Annotation]
AGAP004013-RA	SP11838	""
AGAP004014-RA	SP11706	""
AGAP004015-RA	SP21408	""
AGAP004016-RA	""	""
AGAP004017-RA	""	""
AGAP004018-RA	""	""
AGAP004018-RB	""	""
AGAP004020-RA	""	alpha-mannosidase II [Source:VB Community Annotation]
AGAP004021-RA	IR40a	ionotropic receptor IR40a [Source:VB Community Annotation]
AGAP004022-RA	""	""
AGAP004023-RA	APG4A	autophagy related gene [Source:VB Community Annotation]
AGAP004025-RA	GPRMTH5	methuselah receptor 5 [Source:VB Community Annotation]
AGAP004026-RA	GPRMTH6	methuselah receptor 6 [Source:VB Community Annotation]
AGAP004026-RB	GPRMTH6	methuselah receptor 6 [Source:VB Community Annotation]
AGAP004028-RA	""	intron-binding protein aquarius [Source:VB Community Annotation]
AGAP004028-RB	""	intron-binding protein aquarius [Source:VB Community Annotation]
AGAP004029-RA	""	DNA excision repair protein ERCC-1 [Source:VB Community Annotation]
AGAP004030-RA	""	dynein light intermediate chain, axonemal [Source:VB Community Annotation]
AGAP004031-RA	""	mitochondrial electron transfer flavoprotein subunit alpha [Source:VB Community Annotation]
AGAP004032-RA	""	Alpha-mannosidase [Source:UniProtKB/TrEMBL;Acc:Q7QH78]
AGAP004033-RA	""	""
AGAP004034-RA	GPRNNA4	putative GPCR class a orphan receptor 4 [Source:VB Community Annotation]
AGAP004035-RA	GPRFSH	putative glyco-protein hormone fsh-like receptor [Source:VB Community Annotation]
AGAP004036-RA	HPX7	heme peroxidase 7 [Source:VB Community Annotation]
AGAP004038-RA	HPX8	heme peroxidase 8 [Source:VB Community Annotation]
AGAP004039-RA	""	afadin [Source:VB Community Annotation]
AGAP004039-RB	""	afadin [Source:VB Community Annotation]
AGAP004046-RA	""	Mpv17-like protein [Source:VB Community Annotation]
AGAP004046-RB	""	Mpv17-like protein [Source:VB Community Annotation]
AGAP004046-RC	""	Mpv17-like protein [Source:VB Community Annotation]
AGAP004048-RA	""	""
AGAP004049-RA	""	MAD, mothers against decapentaplegic interacting protein [Source:VB Community Annotation]
AGAP004050-RA	""	Doublesex female isoform [Source:VB Community Annotation]
AGAP004050-RB	""	Doublesex female isoform [Source:VB Community Annotation]
AGAP004050-RC	""	""
AGAP004050-RD	""	""
AGAP004050-RE	""	""
AGAP004052-RA	""	""
AGAP004054-RA	""	Sphingomyelin phosphodiesterase [Source:UniProtKB/TrEMBL;Acc:Q7QH66]
AGAP004055-RA	""	2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferas [Source:VB Community Annotation]
AGAP004055-RB	""	2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferas [Source:VB Community Annotation]
AGAP004056-RA	""	""
AGAP004057-RA	gatA	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q7QH64]
AGAP004059-RA	""	Ca-activated cl channel protein [Source:VB Community Annotation]
AGAP004060-RA	""	""
AGAP004061-RA	""	""
AGAP004062-RA	""	DDB1- and CUL4-associated factor 15 [Source:VB Community Annotation]
AGAP004063-RA	Med4	Mediator of RNA polymerase II transcription subunit 4 [Source:UniProtKB/Swiss-Prot;Acc:Q7QH62]
AGAP004064-RA	""	RNA-binding protein Nob1 [Source:VB Community Annotation]
AGAP004064-RB	""	RNA-binding protein Nob1 [Source:VB Community Annotation]
AGAP004065-RA	""	hemomucin [Source:VB Community Annotation]
AGAP004066-RA	""	neurexin [Source:VB Community Annotation]
